access_num,gid,koid,cogid,hprd_nid,nhit_ref,nevalue,nscore,hprd_aid,ahit_ref,aevalue,ascore,degid,organismid
CEG0045,12045031,K02879,COG0203J,10035,NM_130446.2,0.11,95.65,10096_1,NP_071344.1,2.00E-37,25.47,DEG10060149,8
CEG0175,12045032,K02006,COG1122P,16211,NM_033050.4,0.97,95.45,12402_1,NP_001157413.1,3.00E-74,29.34,DEG10060150,8
CEG0175,12045033,K02006,COG1122P,19434,NM_001112734,0.27,100,12400_1,NP_525021.3,4.00E-68,23.15,DEG10060151,8
CEG0325,12045034,K02008,COG0619P,16486,NM_020799.2,1.5,100,15710_1,NP_061901.2,1.00E-19,40.3,DEG10060152,8
CEG0584,12045035,K06173,COG0101J,16961,NM_207367.1,0.87,100,08301_1,NP_699170.1,2.00E-78,26.28,DEG10060153,8
CEG0984,12045037,K00571,---,17538,NM_152436.1,0.29,100,03407_1,NP_005075.3,2.20E-01,24.11,DEG10060154,8
CEG0536,12045039,K02027,COG1525L,9750,NM_033044.2,0.22,100,05617_1,NP_000768.1,1.5,34.69,DEG10060155,8
CEG0707,12045040,K02023,COG3839G,9575,NM_013244.3,0.53,100,02501_1,NP_005493.2,2.00E-83,11.81,DEG10060156,8
CEG0535,12045041,K02025,COG1175G,19024,NM_001080846,1.2,100,13455_1,NP_997382.1,8.60E-01,32,DEG10060157,8
CEG1141,108885091,K02026,---,11060,NM_138444.3,1.1,100,18753_1,NP_055794.1,8.00E-01,48.78,DEG10060158,8
CEG0429,108885092,K06881,COG0618R,19425,NM_001012241,0.073,92.86,,,no hit,no hit,DEG10060159,8
CEG1861,12045044,---,COG0618R,13762,NM_031954.3,1.3,100,13732_1,NP_849144.2,3.00E-01,24.84,DEG10060160,8
CEG2368,108885093,---,---,3350,NM_000958.2,0.24,100,11815_1,NP_001014364.1,1.10E-01,25,DEG10060161,8
CEG0011,12045046,K01889,COG0016J,13825,NM_001136194,0.31,95.65,09946_1,NP_006558.1,2.00E-87,28.77,DEG10060162,8
CEG0002,12045047,K01890,COG0072J,8014,NM_024548.2,0.047,100,09947_1,NP_005678.3,3.00E-94,23.7,DEG10060163,8
CEG0015,12045048,K02520,COG0290J,15768,NM_019110.3,0.64,100,17609_1,NP_690876.3,9.00E-52,24.38,DEG10060164,8
CEG0092,12045049,K02916,COG0291J,6580,NM_006418.3,0.2,95.45,06427_1,NP_000337.1,2.5,31.43,DEG10060165,8
CEG0046,12045050,K02887,COG0292J,10042,NM_153371.3,0.43,100,14746_1,NP_060441.2,5.00E-31,38.46,DEG10060166,8
CEG0932,-,K03471,COG1039L,19305,NM_001080394,3.3,100,16830_1,NP_003718.1,3.00E+00,26.09,DEG10120100,8
CEG1844,12045052,---,COG0484O,1674,NM_001050.2,0.14,100,14227_1,NP_001006608.2,2.00E-54,18.47,DEG10060168,8
CEG0136,12045053,K03687,COG0576O,3291,NM_001145453,0.19,100,07550_1,NP_079472.1,6.00E-53,26.9,DEG10060169,8
CEG2290,12045054,---,---,214,NM_001143807,0.42,100,17214_1,NP_065928.2,3.00E-01,24.72,DEG10060170,8
CEG0042,12045055,K02622,COG0187L,16588,NM_001135812,0.15,95.83,00537_1,NP_001059.2,0,25.82,DEG10060171,8
CEG0156,12045056,K02621,COG0188L,18307,NM_022459.4,0.71,92.59,00536_1,NP_001058.2,3.00E-136,24.15,DEG10060172,8
CEG0784,12045057,K03705,COG1420K,18138,NM_032505.2,0.31,100,11380_1,NP_061198.2,7.00E-02,22.08,DEG10060173,8
CEG0574,12045058,K03703,COG0322L,2396,NM_013995.2,0.14,100,14547_1,NP_689479.1,7.00E-22,36.67,DEG10060174,8
CEG0370,12045060,---,COG1214O,11410,NM_138799.2,0.18,100,18241_1,NP_057659.1,1.3,26.32,DEG10060175,8
CEG0351,12045061,K06180,COG0564J,19123,NM_001080449,0.28,100,12668_1,NP_689473.1,6.00E-77,28.38,DEG10060176,8
CEG2331,12045063,---,---,2566,NM_001024630,0.05,100,03601_1,NP_002531.3,2.40E-01,30.77,DEG10060177,8
CEG0216,12045331,K02970,COG0828J,75,NM_006885.3,0.21,100,16078_1,NP_149015.2,2.9,31.71,DEG10060178,8
CEG2291,12045064,---,---,4516,NM_001134742,0.13,100,19414_1,NP_056073.1,1.40E-02,23.3,DEG10060179,8
CEG0201,12045065,K00997,COG0736I,16264,NM_153181.2,1.6,100,06627_1,NP_057237.1,4,25.37,DEG10060180,8
CEG0105,12045066,K00655,COG0204I,13217,NM_207323.1,0.95,95.45,04372_2,NP_116130.2,1.00E-65,30.35,DEG10060181,8
CEG0233,12045069,K00850,COG0205G,5524,NM_001444.1,0.29,100,01988_1,NP_000280.1,2.00E-131,32.47,DEG10060182,8
CEG0234,12045070,K00873,COG0469G,2446,NM_021998.4,0.12,92.86,01529_3,NP_872271.1,0,34.19,DEG10060183,8
CEG2292,12045071,---,---,14354,NM_020379.2,1.3,100,10592_1,NP_056969.2,1.10E-02,28.03,DEG10060184,8
CEG0895,12045072,---,COG1196D,9703,NM_177531.4,0.42,100,09877_1,NP_009117.2,6.00E-87,10.95,DEG10060185,8
CEG2332,12045073,---,---,4491,NM_001570.3,1.2,92.31,11590_2,NP_065201.1,1.40E-01,24.44,DEG10060186,8
CEG2293,12045074,---,---,14653,NM_153713.1,2,100,12241_2,NP_619732.1,1.00E-32,21.92,DEG10060187,8
CEG0422,108885095,K03925,---,19075,NM_001080437,7.7,100,02950_1,NP_002702.2,2.60E-01,25,DEG10060188,8
CEG0252,12045077,K03438,COG0275M,17245,NM_181535.3,0.28,100,08750_2,NP_001107000.1,2.00E-129,31.93,DEG10060189,8
CEG2294,12045078,---,---,10500,NM_001003406,0.094,100,03174_2,NP_963885.1,4.80E-02,36.36,DEG10060190,8
CEG0032,12045079,K03531,COG0206D,9064,NM_005436.3,0.084,92.86,08574_3,NP_001129947.1,1.70E-01,24.39,DEG10060191,8
CEG0880,12045080,---,COG0531E,10810,NM_015576.1,1.8,100,00091_1,NP_003036.1,1.70E-02,20.94,DEG10060192,8
CEG0062,12045083,K00287,COG0262H,11923,NM_001013620,0.14,95.65,00519_1,NP_000782.1,2.00E-52,27.74,DEG10060193,8
CEG0143,12045084,K00526,COG0208F,18279,NM_138959.2,1.2,100,01587_1,NP_001025.1,2.00E-99,18.7,DEG10060194,8
CEG0300,12045085,K03647,COG1780F,13306,NM_001100595,0.54,100,14831_1,NP_115582.3,7.1,39.47,DEG10060195,8
CEG0033,12045086,K00525,COG0209F,8475,NM_001104554,0.17,95.83,01588_1,NP_001024.1,0,24.46,DEG10060196,8
CEG0124,12045087,K02888,COG0261J,13316,NM_016255.2,1.4,100,04662_1,NP_003926.1,2.50E-01,28.17,DEG10060197,8
CEG1994,12045088,---,COG2868J,9501,NM_001145547,0.34,100,00695_2,NP_001107655.1,1.5,50,DEG10060198,8
CEG0089,12045089,K02899,COG0211J,11949,NM_004245.3,0.36,100,14750_1,NP_057588.1,2.00E-31,43.06,DEG10060199,8
CEG0668,12045090,K01151,COG0648L,18685,NM_001015882,0.26,100,01082_1,NP_002289.2,6.6,43.33,DEG10060200,8
CEG1877,12045091,---,COG0735P,8454,NM_015480.1,0.12,100,00642_2,NP_001018088.1,1,34.15,DEG10060201,8
CEG0512,12045094,K01338,COG0466O,5965,NM_080738.3,0.18,100,05689_1,NP_004784.2,0,36.42,DEG10060202,8
CEG0199,108885097,K00969,COG1057H,2522,NM_002427.2,0.08,100,16370_1,NP_835471.1,6.30E-02,26.4,DEG10060203,8
CEG2295,12045096,---,---,8431,NM_001080973,0.036,100,09797_1,NP_116186.1,3.20E-01,26.42,DEG10060204,8
CEG2296,12045097,---,---,15331,NM_031469.2,0.57,95.65,11225_2,NP_291029.2,1.90E-01,20.69,DEG10060205,8
CEG2297,-,MG_243,FTN_A0002,17217,NM_020917.1,3.2,100,16830_1,NP_003718.1,3.00E+00,26.09,DEG10120100,8
CEG0699,12045099,K01934,---,18417,NM_001013673,2.3,95.24,09174_1,NP_006432.1,1.00E-14,38.3,DEG10060207,8
CEG0849,12045100,K09769,COG1692S,19410,NM_015283.1,0.25,100,16908_1,NP_997290.2,5.30E-01,25.27,DEG10060208,8
CEG0224,12045101,K08591,COG0344S,2387,NM_000444.4,0.054,100,10073_2,NP_001127928.1,4.3,31.91,DEG10060209,8
CEG0030,12045103,K03086,COG0568K,16745,NM_014912.3,0.45,100,17882_1,NP_997238.2,5.20E-02,21.6,DEG10060210,8
CEG0118,12045104,K02316,COG0358L,18084,NM_080867.2,0.035,100,09249_1,NP_055094.1,1.2,32.76,DEG10060211,8
CEG0394,12045105,K01880,COG0423J,1556,NM_000448.2,0.002,96.3,02617_1,AAH00065.1,2.00E-99,30.7,DEG10060212,8
CEG0040,12045107,K01883,COG0215J,4173,NM_001039936,0.39,100,07763_1,NP_078813.1,5.00E-147,32.16,DEG10060213,8
CEG0001,12045108,K01972,COG0272L,19562,NM_001145026,2.4,100,16523_2,NP_001034451.1,1.4,25.71,DEG10060214,8
CEG0183,12045112,K02909,COG0254J,2398,NM_002024.4,0.021,100,15750_1,NP_037494.2,2.40E-01,29.55,DEG10060215,8
CEG0017,12045113,K02835,COG0216J,3272,NM_001025108,0.082,100,17613_1,NP_061914.3,4.00E-137,44.41,DEG10060216,8
CEG0445,12045114,---,COG0009J,10230,NM_015001.2,0.002,100,06520_1,NP_079193.2,1.00E-57,20.9,DEG10060217,8
CEG0012,12045116,K02337,COG0587L,17808,NM_012383.4,0.2,100,06234_1,NP_115791.3,2.00E-01,27.62,DEG10060218,8
CEG0246,12045117,K02335,COG0258L,12136,NM_001008273,1,95.45,02670_1,NP_004102.1,1.80E-01,26.61,DEG10060219,8
CEG0222,12045119,K07024,COG0561R,17323,NM_001010871,1,100,05353_2,NP_038464.1,6.00E-01,30.1,DEG10060220,8
CEG0222,12045121,K07024,COG0561R,5773,NM_014395.2,0.25,100,17955_1,NP_689758.1,1.2,26.32,DEG10060221,8
CEG0113,12045122,K01869,COG0495J,3957,NM_002612.3,0.046,100,05178_1,NP_056155.1,0,32.95,DEG10060222,8
CEG2298,12045123,---,---,37,NM_017486.1,0.4,100,13820_1,NP_055739.2,1.6,33.33,DEG10060223,8
CEG0576,12045126,K03800,COG0095H,17848,NM_001008489,1.2,95.45,17282_5,NP_660200.1,1.00E-99,30.07,DEG10060224,8
CEG0230,12045128,K00627,COG0508C,10267,NM_152381.4,0.35,100,02010_1,NP_001909.2,4.00E-139,25.73,DEG10060225,8
CEG0623,12045129,K00162,COG0022C,18084,NM_080867.2,0.29,100,02011_2,NP_898871.1,2.00E-129,41.39,DEG10060226,8
CEG0373,12045130,K00161,COG1071C,1277,NM_005180.6,0.082,95.83,02009_1,NP_000700.1,9.00E-133,28.73,DEG10060227,8
CEG1349,108885099,K03885,COG0446R,12860,NM_024882.1,0.43,100,02006_1,NP_000099.2,2.00E-107,20.49,DEG10060228,8
CEG0272,12045132,K00759,COG0503F,17338,NM_001010882,0.63,95.45,00029_1,NP_000476.1,2.00E-72,40.12,DEG10060229,8
CEG0611,12045133,K12257,---,5272,NM_001113178,0.014,100,10346_2,NP_116223.3,2.70E-01,23.48,DEG10060230,8
CEG0873,12045134,---,COG0317TK,17582,NM_173468.2,0.17,100,14635_1,NP_940929.1,4.00E-42,27.61,DEG10060231,8
CEG0299,12045138,K03624,COG0782K,15879,NM_001098414,0.14,100,19305_1,NP_001073863.1,5.00E-02,27.78,DEG10060232,8
CEG0010,12045139,K01881,COG0442J,11935,NM_003645.3,0.11,100,00703_1,NP_004437.2,0,27.23,DEG10060233,8
CEG0078,12045143,K02078,COG0236IQ,9413,NM_170691.1,0.005,100,11951_1,NP_004994.1,4.00E-16,34,DEG10060234,8
CEG0192,12045147,K07447,---,2398,NM_002024.4,0.008,100,09463_2,NP_542789.2,1.2,21.79,DEG10060235,8
CEG0038,12045148,K01872,COG0013J,2610,NM_001131039,0.21,95.83,03042_1,NP_001596.2,0,26.94,DEG10060236,8
CEG0104,12045151,K00566,COG0482J,15881,NM_001076675,0.33,95.65,15571_1,NP_060476.2,7.00E-162,32.75,DEG10060237,8
CEG2299,12045152,---,---,10678,NM_014109.3,0.11,95.65,01393_1,NP_620061.2,2.6,44.44,DEG10060238,8
CEG0031,12045153,K03110,COG0552U,19377,NM_031923.1,0.31,100,01645_1,NP_003130.2,2.00E-92,25.73,DEG10060239,8
CEG0378,12045155,K00625,COG0280C,18139,NM_001013403,1.1,100,14085_2,NP_001012978.1,1.7,29.82,DEG10060240,8
CEG0064,108885101,K00927,COG0126G,10243,NM_181783.3,0.37,100,01393_1,NP_620061.2,5.00E-174,37.14,DEG10060241,8
CEG0061,12045157,K00134,COG0057G,11046,NM_153184.3,0.019,93.1,13566_1,NP_055179.1,2.00E-150,41.47,DEG10060242,8
CEG0325,12045158,K02008,COG0619P,13923,NM_001003760,0.29,100,16146_3,NP_733938.1,7.6,28.95,DEG10060243,8
CEG0175,12045159,K02006,COG1122P,1938,NM_198839.1,0.082,100,09262_3,NP_062570.1,4.00E-78,20.18,DEG10060244,8
CEG0175,108885102,K02006,---,9143,NM_003707.2,0.24,100,01370_1,NP_000918.2,4.00E-68,22.74,DEG10060245,8
CEG0190,12045161,K04043,COG0443O,9227,NM_006608.2,0.54,100,00776_1,NP_005518.3,0,45.13,DEG10060246,8
CEG0824,12045162,K07027,COG0392S,6660,NM_020774.2,0.09,100,07640_1,NP_060445.3,4.1,24.53,DEG10060247,8
CEG2300,12045163,---,---,2402,NM_000202.5,0.017,100,01795_1,NP_001053.2,4.70E-01,22.31,DEG10060248,8
CEG0366,12045164,---,COG0513LKJ,2222,NM_003605.3,0.37,100,10532_3,NP_001091974.1,1.00E-106,23.74,DEG10060249,8
CEG2301,108885103,---,---,13756,NM_015483.2,0.28,95.83,10855_2,NP_060539.2,6.20E-01,28.7,DEG10060250,8
CEG0369,12045166,---,COG0596R,15637,NM_032236.5,0.015,100,12407_1,NP_065727.4,3.00E-03,22,DEG10060251,8
CEG0097,12045167,K02986,COG0522J,18145,NM_001134476,0.72,100,04392_1,NP_003616.2,9.30E-02,27.93,DEG10060252,8
CEG2184,12045168,---,---,5503,NM_001042540,0.26,100,03002_2,NP_783297.2,5.00E-157,19.37,DEG10060253,8
CEG2302,12045169,---,---,7074,NM_012464.3,0.001,100,05905_2,NP_777367.1,1.3,23.93,DEG10060254,8
CEG2303,12045170,---,---,15241,NM_001134666,0.1,100,07126_1,NP_064555.2,4.00E-01,31.78,DEG10060255,8
CEG2185,12045173,---,---,7952,NM_024556.2,0.14,100,05758_2,NP_870998.2,6.00E-49,19.94,DEG10060256,8
CEG2370,12045174,---,---,13339,NM_001113378,0.25,100,05306_4,NP_001124177.1,2.00E-34,25.41,DEG10060257,8
CEG2304,12045175,---,---,10603,NM_018151.3,0.63,95.45,13906_1,NP_597705.2,9.80E-01,26.67,DEG10060258,8
CEG2305,12045176,---,---,14035,NM_145257.3,0.26,100,17916_1,NP_999875.1,5.30E-01,36.17,DEG10060259,8
CEG2306,12045178,---,---,10068,NM_006609.3,0.85,100,10653_1,NP_005867.3,5.80E-01,30.23,DEG10060260,8
CEG0871,12045179,---,COG0168P,11156,NM_020954.2,0.51,100,03077_1,NP_000858.3,2.6,25,DEG10060261,8
CEG0409,12045180,K03499,COG0569P,13888,NM_033393.2,0.8,100,04015_2,NP_001012632.1,3,53.85,DEG10060262,8
CEG2333,12045181,---,---,18520,NM_001042758,0.96,100,07442_2,NP_001005407.1,1.6,26.92,DEG10060263,8
CEG0672,12045182,K01423,COG0006E,249,NM_000727.2,1.3,100,02144_1,NP_003390.4,3.00E-102,23.94,DEG10060264,8
CEG0330,12045183,K02913,COG0267J,13170,NM_015459.3,0.18,95.45,10090_1,NP_077295.1,9.2,41.67,DEG10060265,8
CEG0449,12045184,---,COG1307S,6802,NM_003760.3,1.1,100,06024_2,NP_001017408.1,2.1,35.19,DEG10060266,8
CEG0369,12045185,---,COG0596R,8590,NM_152275.3,0.95,100,12407_1,NP_065727.4,5.00E-82,21.45,DEG10060267,8
CEG0057,12045187,K03977,COG1160R,18469,NM_001013731,1.6,95.45,11006_1,NP_037417.1,3.00E-56,19.93,DEG10060268,8
CEG0006,12045188,K00945,COG0283F,6858,NM_006345.3,0.19,100,07582_2,NP_001073936.1,5.30E-02,30.95,DEG10060269,8
CEG2307,12045189,---,---,17137,NM_174887.2,0.75,100,01598_1,NP_002941.1,1.50E-02,27,DEG10060270,8
CEG2308,12045190,---,---,16599,NM_080664.2,0.21,100,17421_1,NP_057444.2,8.00E-85,20.18,DEG10060271,8
CEG1916,13277519,---,COG1182I,10116,NM_022569.1,0.7,100,05080_1,NP_036276.1,8.1,25.56,DEG10060272,8
CEG0039,12045191,K01873,COG0525J,17233,NM_133372.2,0.012,100,11670_1,NP_065175.4,0,31.39,DEG10060273,8
CEG0058,12045192,K03978,COG0218R,16261,NM_014679.3,0.67,100,13700_4,NP_054889.2,2.00E-60,34.34,DEG10060274,8
CEG0604,12045193,K09976,COG3763S,12685,NM_022751.1,0.25,100,05320_1,NP_036245.1,2.6,32.56,DEG10060275,8
CEG0492,12045194,K00754,COG0463M,3790,NM_001401.3,0.31,95.65,18527_1,NP_001009905.1,1.00E-40,24.07,DEG10060276,8
CEG0308,12045195,K11717,COG0520E,18266,NM_205852.2,0.093,100,04597_1,NP_066923.3,1.00E-125,22.83,DEG10060277,8
CEG1895,12045196,---,COG0822C,10987,NM_182758.2,0.031,92.86,14828_2,NP_055116.1,2.30E-01,25,DEG10060278,8
CEG2309,108885104,---,---,12886,NM_138408.3,0.074,100,01175_1,NP_000248.2,7.00E-154,19.31,DEG10060279,8
CEG0098,108885105,K03046,COG0086K,11713,NM_017757.2,0.3,100,08916_1,NP_000928.1,0,24.37,DEG10060280,8
CEG0053,12045200,K03043,COG0085K,104,NM_004304.3,0.081,100,15943_1,NP_000929.1,0,21.92,DEG10060281,8
CEG1833,12045201,---,COG0431R,14344,NM_033114.3,0.15,100,10817_2,NP_113611.2,5.3,26.56,DEG10060282,8
CEG0369,12045203,---,COG0596R,698,NM_001134407,0.25,100,04922_1,NP_004841.2,1.90E-01,30.47,DEG10060283,8
CEG0071,108885106,K01870,COG0060J,13334,NM_018060.3,0.052,82.61,13334_1,NP_060530.3,0,33.06,DEG10060284,8
CEG0553,12045206,K03439,COG0220R,19532,NM_001105663,0.19,100,06834_1,NP_005362.3,4.00E-68,28.57,DEG10060285,8
CEG2310,12045207,---,---,17280,NM_001040616,4.5,100,10813_1,NP_056418.1,1.30E-02,28,DEG10060286,8
CEG0405,12045208,K03346,COG3611L,7522,NM_001099691,0.092,95.83,08740_2,NP_877498.2,8.30E-01,28.4,DEG10060287,8
CEG2311,12045209,---,---,3701,NM_003384.2,0.018,100,11152_1,NP_065944.1,1.2,37.84,DEG10060288,8
CEG2334,12045210,---,---,15092,NM_001128150,0.79,95.45,18541_1,NP_006036.1,1.1,35,DEG10060289,8
CEG0111,12045211,K01507,COG0221C,16378,NM_001100166,0.65,100,18494_1,NP_789845.1,2.00E-58,25.16,DEG10060290,8
CEG0254,12045213,K03530,COG0776L,5261,NM_144490.1,0.095,100,01679_1,NP_003095.2,8.20E-01,34.09,DEG10060291,8
CEG2312,12045214,---,---,9996,NM_014920.3,0.12,95.65,02069_3,NP_612115.1,1.4,30.16,DEG10060292,8
CEG1023,12045216,K00924,COG0510M,13204,NM_152379.2,0.064,100,14097_1,NP_783864.1,6.00E-54,24.26,DEG10060293,8
CEG0318,12045217,K00925,COG0282C,2737,NM_006713.3,0.36,95.65,12475_1,NP_116289.4,1.90E-01,27.93,DEG10060294,8
CEG0157,12045221,K02864,COG0244J,5257,NM_004274.4,0.57,95.45,17569_1,NP_060542.4,2.00E-02,31.06,DEG10060295,8
CEG0048,12045222,K02935,COG0222J,7624,NM_024834.2,0.11,92.59,03849_1,NP_002940.2,1.00E-33,22.14,DEG10060296,8
CEG0184,12045223,K02911,COG0333J,15842,NM_152476.2,0.75,100,14752_1,NP_114109.1,4.5,31.11,DEG10060297,8
CEG0158,12045224,K02968,COG0268J,18040,NM_014755.2,1.2,100,09240_1,NP_005468.1,8.70E-01,29.27,DEG10060298,8
CEG2313,12045225,---,---,8768,NM_001145729,0.2,100,10299_1,NP_001013764.1,3.30E-02,35.56,DEG10060299,8
CEG0063,12045226,K00604,COG0223J,3002,NM_175610.2,0.071,100,18742_1,NP_001029345.2,2.00E-101,22.83,DEG10060300,8
CEG2314,12045227,---,---,8506,NM_018958.2,0.15,100,17475_1,NP_689518.1,1.30E-01,37.21,DEG10060301,8
CEG0219,12045229,K03621,COG0416I,5662,NM_182920.1,0.075,100,00969_1,NP_005522.2,1.4,27.78,DEG10060302,8
CEG0826,12045230,K07030,COG1461R,3559,NM_001031615,0.13,100,00074_1,NP_001125.1,3.3,29.41,DEG10060303,8
CEG0429,12045232,K06881,COG0618R,15949,NM_001130523,0.29,100,07548_2,NP_078966.2,1.3,27.55,DEG10060304,8
CEG0746,12045233,K03151,COG0301H,19687,NM_001128619,0.35,100,07518_2,NP_542158.1,9.20E-02,42.11,DEG10060305,8
CEG2315,12045234,---,---,17098,NM_015382.2,0.25,100,02681_1,NP_002044.2,4.40E-01,33.33,DEG10060306,8
CEG2316,12045235,---,---,4106,NM_001106.3,0.062,95.83,01825_2,NP_945189.1,4.1,27.45,DEG10060307,8
CEG0008,12045236,K01868,COG0441J,6024,NM_001017408,0.033,100,01762_1,NP_689508.3,0,33.07,DEG10060308,8
CEG2317,12045237,---,---,14556,NM_024086.3,0.091,92.59,,,no hit,no hit,DEG10060309,8
CEG2318,12045238,---,---,12610,NM_020375.2,0.68,100,09738_1,NP_009208.2,1.10E-01,24.05,DEG10060310,8
CEG0152,12045239,K01887,COG0018J,8839,NM_000809.2,0.12,100,00142_1,NP_002878.2,0,22.08,DEG10060311,8
CEG0335,12045240,K03495,COG0445D,17611,NM_012123.3,6.00E-04,83.82,17611_2,NP_036255.2,0,37.91,DEG10060312,8
CEG2319,12045242,---,---,17121,NM_182537.2,0.77,95.45,14078_1,NP_997208.1,1.3,28.57,DEG10060313,8
CEG0654,12045243,K00876,COG0572F,9980,NM_006828.2,0.19,100,18256_1,NP_113620.1,5.00E-86,33.33,DEG10060314,8
CEG0209,12045244,K01916,COG0171H,19417,NM_015207.1,0.056,95.83,16309_1,NP_060631.2,4.00E-75,25.66,DEG10060315,8
CEG1853,12045245,---,COG0536R,2883,NM_001127717,0.099,95.83,13617_1,NP_056481.1,9.00E-109,38.41,DEG10060316,8
CEG2335,12045246,---,---,17218,NM_020931.2,8.1,95,04489_1,NP_001107.2,1.8,34.88,DEG10060317,8
CEG2369,12045248,---,---,5814,NM_001018038,0.094,100,07305_1,NP_663780.2,2.00E-117,19.08,DEG10060318,8
CEG0101,12045249,K03595,COG1159R,11843,NM_001105243,0.26,100,08466_1,NP_005693.1,2.00E-94,22.42,DEG10060319,8
CEG0163,108885108,K07042,---,18040,NM_014755.2,0.14,100,10754_1,NP_478061.1,4.00E-03,28.72,DEG10060320,8
CEG2320,12045251,---,---,17201,NM_014898.2,0.11,100,10800_2,NP_001107867.1,6.20E-01,29.27,DEG10060321,8
CEG0511,12045253,K01255,---,13901,NM_052913.2,0.4,100,07496_1,NP_078939.3,7.00E-121,37.69,DEG10060322,8
CEG0139,108885109,K04077,COG0459O,13924,NM_018143.1,0.12,92.86,00318_2,NP_955472.1,1.00E-163,42.96,DEG10060323,8
CEG0140,12045255,K04078,COG0234O,19417,NM_015207.1,0.38,100,02535_1,NP_002148.1,4.80E-01,28.72,DEG10060324,8
CEG0169,12045256,K00600,COG0112E,11683,NM_033656.2,0.37,100,01643_1,NP_004160.3,3.00E-178,39.47,DEG10060325,8
CEG2321,12045257,---,---,11497,NM_194453.1,0.48,100,00101_1,NP_001630.1,1.2,36.73,DEG10060326,8
CEG0527,12045258,K01808,COG0698G,17362,NM_001010895,0.13,100,14874_2,NP_001073946.1,9.00E-02,42.5,DEG10060327,8
CEG0176,12045261,K02112,COG0055C,1261,NM_005163.2,0.11,100,00044_1,NP_001677.2,2.00E-180,63.71,DEG10060328,8
CEG0211,12045262,K02115,COG0224C,19130,NM_001080474,0.99,100,00156_2,NP_005165.1,6.00E-96,27.97,DEG10060329,8
CEG0154,12045263,K02111,COG0056C,1258,NM_001001937,1.00E-04,81.72,01258_3,NP_001001937.1,8.00E-172,51.66,DEG10060330,8
CEG0289,12045264,K02113,COG0712C,7316,NM_001007214,0.16,100,15667_2,NP_065830.2,1.2,28.13,DEG10060331,8
CEG0117,12045265,K02109,COG0711C,10523,NM_033225.5,0.19,100,03180_1,NP_958782.1,1.50E-02,25.17,DEG10060332,8
CEG0245,12045266,K02110,COG0636C,15409,NM_013322.2,0.089,100,04429_1,NP_005167.2,2.00E-25,30.95,DEG10060333,8
CEG0326,12045267,K02108,---,7894,NM_017759.4,0.067,100,02472_1,NP_776050.1,1.70E-02,23.24,DEG10060334,8
CEG2322,108885110,---,---,7894,NM_017759.4,0.035,100,02179_1,NP_003261.1,4.90E-01,23.53,DEG10060335,8
CEG0069,12045269,K01689,COG0148G,9533,NM_015687.2,0.027,96,00573_1,NP_001966.1,0,46.62,DEG10060336,8
CEG0709,12045271,K02039,COG0704P,10652,NM_198798.1,0.2,100,09928_1,NP_055318.2,5.00E-01,21.17,DEG10060337,8
CEG0133,12045277,K02996,COG0103J,13537,NM_001001675,0.029,100,17602_1,NP_872578.1,1.00E-40,37.01,DEG10060338,8
CEG0044,12045278,K02871,COG0102J,11144,NM_001105531,0.13,100,14740_1,NP_054797.2,1.00E-60,29.77,DEG10060339,8
CEG0119,108885112,K02343,COG2812L,7231,NM_005819.4,0.14,100,02675_1,NP_852136.1,7.00E-118,24.77,DEG10060340,8
CEG0783,12045281,K03701,COG0178L,2883,NM_001127718,0.004,100,02137_1,NP_004290.2,1.00E-69,18.01,DEG10060341,8
CEG2323,12045282,---,---,2669,NM_001097636,0.049,100,10541_1,NP_061138.3,8.30E-02,28.33,DEG10060342,8
CEG0593,12045283,K07021,COG0595R,7970,NM_024604.2,0.13,100,11131_2,NP_001129069.1,1.4,29.63,DEG10060343,8
CEG0095,12045284,K02956,COG0184J,10409,NM_004764.3,1.2,100,11372_1,NP_112570.2,4.00E-28,28.57,DEG10060344,8
CEG0366,12045285,---,COG0513LKJ,13244,NM_152721.5,0.41,100,10532_3,NP_001091974.1,4.00E-128,30.93,DEG10060345,8
CEG0126,12045286,K02902,COG0227J,4585,NM_003821.5,0.21,100,03886_2,NP_006715.2,6.4,29.55,DEG10060346,8
CEG2324,12045287,---,---,8278,NM_152347.3,1.9,100,04896_1,NP_006260.1,2.3,26.67,DEG10060347,8
CEG0599,12045289,K08483,COG1080G,133,NM_000384.2,0.033,100,09763_5,NP_878918.2,5.10E-01,27.4,DEG10060348,8
CEG0205,108885113,K01834,COG0696G,19138,NM_001080475,0.029,100,08727_1,NP_689653.3,1.5,33.33,DEG10060349,8
CEG0150,12045291,K01803,COG0149G,8631,NM_017952.5,0.87,100,01833_1,NP_000356.1,2.00E-104,30.77,DEG10060350,8
CEG0898,12045292,---,COG1284S,4121,NM_001031687,0.091,95.83,09720_1,NP_055146.1,1.3,29.73,DEG10060351,8
CEG0084,12045293,K02357,COG0264J,4060,NM_001030055,0.068,95.83,05285_1,NP_005717.3,7.00E-103,23.63,DEG10060352,8
CEG0060,12045294,K09903,COG0528F,14665,NM_173566.2,0.055,100,01407_2,NP_001027005.1,3.2,45.16,DEG10060353,8
CEG0043,12045295,K02838,COG0233J,15561,NM_017583.4,0.64,100,06856_1,NP_620132.1,2.00E-60,25.9,DEG10060354,8
CEG2325,12045298,---,---,4452,NM_001145448,0.016,100,04543_1,NP_001448.2,1.40E-01,34.29,DEG10060355,8
